name	Consensus	Consensus2	LEVEL-1	LEVEL-2
prokASV_1816	Deltaproteobacteria	Other	Deltaproteobacteria	PB19
prokASV_6029	Deltaproteobacteria	Other	Deltaproteobacteria	PB19
prokASV_1334	Deltaproteobacteria	Other	Gammaproteobacteria	SAR325
prokASV_232	Deltaproteobacteria	Other	Deltaproteobacteria	SAR324
prokASV_2464	Deltaproteobacteria	Other	Gammaproteobacteria	SAR324
prokASV_398	Deltaproteobacteria	Other	Gammaproteobacteria	SAR326
prokASV_529	Deltaproteobacteria	Other	Deltaproteobacteria	SAR324
prokASV_37	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_11	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_118	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_16	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_173	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_61	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_88	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_34	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_125	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_148	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_28	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_53	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_57	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Alteromonadales
prokASV_1122	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Burkholderiaceae
prokASV_2954	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Burkholderiaceae
prokASV_6266	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Burkholderiaceae
prokASV_1035	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Methylophilaceae
prokASV_5448	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Nitrosomonadaceae
prokASV_1500	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_1508	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_2593	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_2677	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_673	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_761	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_8854	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_2279	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_516	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_698	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Cellvibrionales
prokASV_2949	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Coxiellales
prokASV_3478	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Coxiellales
prokASV_4546	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Coxiellales
prokASV_4694	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Coxiellales
prokASV_6896	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Coxiellales
prokASV_7328	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Coxiellales
prokASV_1565	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Ectothiorhodospirales
prokASV_4340	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Ectothiorhodospirales
prokASV_5998	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Ectothiorhodospirales
prokASV_241	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_1639	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_1012	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_1086	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_338	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_2826	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_2956	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_5082	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_5769	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_242	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Nitrosococcales
prokASV_221	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_25	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_270	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_289	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_9	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_74	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_2538	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_3465	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_1662	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_2296	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_5494	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_7574	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_50	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Oceanospirillales
prokASV_2159	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_4998	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_5342	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_7465	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_4718	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Other
prokASV_143	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Pseudomonadales
prokASV_42	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Pseudomonadales
prokASV_96	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Pseudomonadales
prokASV_116	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Pseudomonadales
prokASV_400	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Pseudomonadales
prokASV_1058	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Salinisphaerales
prokASV_38	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Salinisphaerales
prokASV_220	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Salinisphaerales
prokASV_1018	SAR96	SAR96	Gammaproteobacteria	SAR96
prokASV_10687	SAR108	SAR108	Gammaproteobacteria	SAR108
prokASV_1124	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1208	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1214	SAR100	SAR100	Gammaproteobacteria	SAR100
prokASV_1258	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1301	SAR88	SAR88	Gammaproteobacteria	SAR88
prokASV_13220	SAR110	SAR110	Gammaproteobacteria	SAR110
prokASV_1431	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1450	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1456	SAR89	SAR89	Gammaproteobacteria	SAR89
prokASV_1459	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1516	SAR98	SAR98	Gammaproteobacteria	SAR98
prokASV_1620	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1756	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1769	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1811	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1845	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1924	SAR90	SAR90	Gammaproteobacteria	SAR90
prokASV_1947	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1990	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_2322	SAR101	SAR101	Gammaproteobacteria	SAR101
prokASV_2392	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_2628	SAR95	SAR95	Gammaproteobacteria	SAR95
prokASV_2645	SAR99	SAR99	Gammaproteobacteria	SAR99
prokASV_2849	SAR94	SAR94	Gammaproteobacteria	SAR94
prokASV_288	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_2972	SAR91	SAR91	Gammaproteobacteria	SAR91
prokASV_302	SAR87	SAR87	Gammaproteobacteria	SAR87
prokASV_309	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_3217	SAR92	SAR92	Gammaproteobacteria	SAR92
prokASV_327	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_3295	SAR93	SAR93	Gammaproteobacteria	SAR93
prokASV_3307	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_3360	SAR106	SAR106	Gammaproteobacteria	SAR106
prokASV_356	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_363	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_382	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_394	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_4572	SAR105	SAR105	Gammaproteobacteria	SAR105
prokASV_4577	SAR102	SAR102	Gammaproteobacteria	SAR102
prokASV_4749	SAR107	SAR107	Gammaproteobacteria	SAR107
prokASV_5033	SAR97	SAR97	Gammaproteobacteria	SAR97
prokASV_5271	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_5319	SAR103	SAR103	Gammaproteobacteria	SAR103
prokASV_543	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_5879	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_5963	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_608	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_759	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_776	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_844	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_864	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_8650	SAR104	SAR104	Gammaproteobacteria	SAR104
prokASV_9361	SAR109	SAR109	Gammaproteobacteria	SAR109
prokASV_983	SAR86	SAR86	Gammaproteobacteria	SAR86
prokASV_1853	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Steroidobacterales
prokASV_1289	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Thiotrichales
prokASV_2059	Other_Gammaproteobacteria	Other	Proteobacteria	Thiotrichales
prokASV_479	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Thiotrichales
prokASV_644	Other_Gammaproteobacteria	Other	Gammaproteobacteria	Thiotrichales
prokASV_970	Other_Gammaproteobacteria	Other	Proteobacteria	Thiotrichales
prokASV_1329	Other_Gammaproteobacteria	Other	Proteobacteria	Other
prokASV_1426	Other_Gammaproteobacteria	Other	Proteobacteria	Vibrionales
prokASV_1986	Other_Gammaproteobacteria	Other	Proteobacteria	Vibrionales
prokASV_2861	NA_Proteobacteria	Other	Other	Other
prokASV_3113	NA_Proteobacteria	Other	Other	Other
prokASV_5449	NA_Proteobacteria	Other	Other	Other
prokASV_54	Thaumarchaeota	Nitrososphaeria	Thaumarchaeota	Nitrososphaeria
prokASV_1279	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_4369	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_5585	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_1037	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_1526	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_503	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_1445	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_235	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_1336	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_1475	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_3804	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_4052	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_4095	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_7399	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_2197	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_3461	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_1916	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_3188	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_2578	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_5209	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_598	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_8785	Verrucomicrobiae	Other	Verrucomicrobia	Verrucomicrobiae
prokASV_13	WPS-2	Other	Other	Other
prokASV_2300	WPS-2	Other	Other	Other
prokASV_65	WPS-3	Other	Other	Other
